,source_id,date,category,title,author,text
38,,"
Published 2:25 PM, February 17, 2020                                    ",nCov,PH gov't sends care packages to Filipinos quarantined on Japan cruise ship,Mara Cepeda,"
QUARANTINED. Passengers look out from their balconies on the 'Diamond Princess' cruise ship, docked in Japan. File photo by Charly Triballeau/AFP 
MANILA, Philippines – The Philippine government provided care packages to the 538 Filipinos still quarantined on the Japanese cruise ship Diamond Princess due to the novel coronavirus (2019-nCoV) scare.
Department of Foreign Affairs (DFA) Assistant Secretary Eduardo Meñez said in a press conference on Monday, February 17, this is the initial assistance the Philippine government has provided the Filipinos onboard the cruise ship. 
""The Philippine embassy, as I said, is in constant contact [with them]. We have, through the Japanese government, delivered care packages containing toiletries and non-medical supplies, and are in constant contact with the medical authorities,"" Meñez told reporters in Malacañang.  
Of the 538 Filipinos onboard, at least 27 are confirmed to have COVID-19, the disease caused by the virus. The first case of COVID-19 in a Filipino was confirmed onboard the Diamond Princess. 
The cruise ship has been in quarantine since February 5 at the port of Yokohama near Tokyo following the 2019-nCoV outbreak.
For now, Meñez said it is ""not clear"" to him who is shouldering the medical expenses of the infected Filipinos. But he gave an assurance that the Philippine government would shoulder the costs if the need arises.
""At this point, it is not clear to me whether the medical expenses of those positive, of those identified to be COVID-positive are being shouldered by whom. I would imagine that in the initial case, it would be the Japanese government. But the employer as well will probably have some responsiblity for paying for the medical expenses,"" Meñez said.
""But if in the final analysis, the government needs to pay, the government will step up accordingly,"" he added. 
Asked further if the government would aid the Filipino passengers who would wish to be repatriated from the cruise ship, Meñez said, ""Of course.""
The technical working group of the inter-agency task force (IATF) handling the 2019-nCoV threat is set to finalize its recommended response to the quarantined cruise ship on Monday afternoon. The members will then present their recommendations during the high-level IATF meeting scheduled on Tuesday, February 18. 
As of 12 pm on Monday, the Department of Health has probed 521 patients in the Philippines. Of this number, 171 patients are still admitted in various health facilities, while 350 have already been discharged. 
The Philippines has so far recorded 3 confirmed cases of COVID-19. One of them died, but the other two recovered and have since been discharged from the hospital.
As of Monday, the virus has killed at least 1,765 and infected 70,400 people in China. Cases have been recorded in more than two dozen countries. – Rappler.com "
39,,"
Published 1:50 PM, February 17, 2020                                    ",nCov,Duterte writes Xi 'letter of solidarity' amid novel coronavirus epidemic,JC Gotinga,"
CHINESE ENVOY. Chinese Ambassador to the Philippines Huang Xilian during Lunar New Year celebrations in Quezon City on January 26, 2020. File photo by Jire Carreon/Rappler 
MANILA, Philippines – President Rodrigo Duterte has written Chinese President Xi Jinping a letter expressing his support for China amid the outbreak of the novel coronavirus, Chinese Ambassador to the Philippines Huang Xilian said on Monday, February 17.
""For your information, yesterday afternoon, I received an advanced copy from the Malacañang, a letter written by President Duterte to the President of the People's Republic of China, His Excellency, Mr. Xi Jinping. In which letter, the President expresses strong solidarity with the Chinese president, Chinese government, and Chinese people. We are very appreciative of that,"" Huang said in a forum by the Association for Philippines-China Understanding in Pasig City.
""President Duterte…said China has been kind to us, and we can only show the same favor to them,"" he added.
Malacañang has yet to publicize the letter as of this posting, but Huang said it will be made public soon.
In the forum, Huang defended the Chinese government's response to the viral outbreak amid criticism that it had been negligent in alerting the public during its early stages.
The envoy went on to thank Filipinos and their government for aid and assistance sent to China ""despite the urgent need in this country.""
""Despite their own difficulties,"" the Philippine government sent 42 boxes of relief goods on a chartered flight to Wuhan City in Hubei, China, the epicenter of the outbreak, Huang said.
""In our view, this move is not only material support but more importantly, spiritual inspiration to the Chinese people. That's what we need,"" he added.
Duterte has consistently tried to shield China from criticism. When he first publicly addressed Filipinos about the outbreak on February 3, he chided them for seeking a total travel ban of mainland Chinese. He called it ""xenophobia.""
Philippine health officials have monitored and investigated 498 people for the novel coronavirus as of Sunday, February 16. There have been 3 confirmed cases of infection in the Philippines, one of whom died on February 1.
On Monday, the Department of Foreign Affairs said a total of 27 Filipinos, all crew members, have contracted the virus onboard the Japanese cruise ship Diamond Princess.
In China, 1,765 people have died from the virus, and 70,400 have been infected as of Monday.
The World Health Organization has warned it is ""impossible"" to predict how the outbreak would develop. – Rappler.com "
40,,"
Published 1:28 PM, February 17, 2020                                    ",nCov,"Over 25,000 stranded Filipinos hope to return to Hong Kong amid coronavirus crisis",Bonz Magsambol,"
Passengers not affected by the flight ban continue to arrive at the NAIA Terminal 1 in Pasay City on February 3, 2020. Photo by Jire Carreon/Rappler 
MANILA, Philippines – Tales of misery continue for more than 25,000 stranded Filipinos who hope to return to Hong Kong for work as the Philippine government remains firm on its ban on travelers coming to and from China, Hong Kong, and Macau.
The Philippine government imposed the travel ban on February 2 as the 2019 novel coronavirus outbreak worsened worldwide. 
The virus was discovered in the city of Wuhan in China, prompting the lockdown of several provinces, and several countries' travel ban covering the mainland and its special administrative regions. 
In a unity statement sent to media, a group of Filipino with contracts in Hong Kong appealed to the government to lift the ban as they fear losing their jobs due to their “prolonged absence.” 
The group is composed of foreign domestic workers, skilled workers, and permanent Hong Kong residents. 
“The burden is made heavier by the loans they had to take out to pay for placement fees and other expenses to secure their jobs,” the group said. 
The group added that some Filipino residents also worry about not being able to pay their monthly rent and bills on time. 
“In another category are those who have been raised in Hong Kong and don’t have houses in the Philippines anymore, and are thus forced to pay for accommodation and food [in the Philippines] while waiting for the ban to be lifted,” the group said. 
Edward Borja, 52, who works as a swimming teacher in Hong Kong, said he and his family initially planned to stay in Manila until February 6, but since the ban had been imposed, they could not leave the country. He worries not only about the bills they need to pay in Hong Kong, but he also fears not having an income if they won't be able to return to Hong Kong by March. 
“Ngayon, nakausap ko 'yung employer ko. Ibibigay niya raw ang full salary ko ngayong February, pero kapag tumagal pa kami rito hanggang March, no pay no work na ako noon. This is our struggle now. Paano pa ang hirap na dinaranas ng mga domestic helpers natin?” Borja told Rappler.
(My employer told me that she’d give my full salary for February, but if we can’t return to Hong Kong by March, it will be no work no pay. This is our struggle now. The domestic helpers must be having a harder time.)
Joms Ortega, 33, who works as a child play performer in Hong Kong, initiated the Facebook group #StrandedPH, which has now more than 1,000 members. 
Ortega said they sent a letter to the Overseas Workers Welfare Administration (OWWA) on Monday, February 17, appealing to lift the travel ban so they could return to Hong Kong.
“Pag-uusapan na nila (They will talk about it). There will be a meeting this afternoon and tomorrow. Hopefully, there will be a partial decision by then. But, of course, they can’t promise us anything. We hope this will be fixed in the next few days,” said Ortega. 
Better health care system
The Duterte administration's latest move banning travelers from and to China, Hong Kong, and Macau widens the scope of restrictions that had been put in place aimed at preventing the spread of the virus.
On Friday, January 31, Duterte eimposed a ban on travelers from Wuhan City and Hubei province – the epicenter of the 2019 novel coronavirus – as well as other affected regions of China.
But for Borja, the Hong Kong government is prepared for returning workers in their country. He said the health care system in Hong Kong ensures that “we all get excellent medical care at little or no cost to us, while some of us have private medical coverage that comes with our employment.”
“Dito nga sa atin, nagkakaubusan ng masks, pero kasi 'yung mga companies namin a Hong Kong, binibigyan kami ng masks at ng sanitizers,” said Borja. (Here in the Philippines, there is shortage of face masks, but in Hong Kong, our companies provide us with masks and sanitizers.)
“We don’t worry about our protection. We don’t need to pay anything. The Philippine government could not provide that. I’m not questioning the Department of Health. They’re really good but sa dami ng populasyon ng bansa natin, it’s impossible for them to match that. I feel safer there,” he added. 
The group said they are willing to sign a waiver absolving the Philippine government of any liability if they fall ill upon their return to Hong Kong.
“All we ask is the right to travel back to the city where we live and work,” the group statement read. 
As of Sunday, February 16, the Department of Health said it has probed 498 patients. There is still no recorded local transmission in the country. – Rappler.com "
41,,"
Published 8:29 AM, February 17, 2020                                    ",nCov,16 more Filipinos infected on Japan cruise ship,Rappler.com,"
A Japanese Self-Defense Forces Health Corps vehicle enters a cordoned-off area at the Daikoku Pier Cruise Terminal where the quarantined Diamond Princess cruise ship (rear) is anchored, in Yokohama on February 7, 2020. Kazuhiro NOGI / AFP 
MANILA, Philippines – The Department of Foreign Affairs (DFA) announced that 16 more Filipinos onboard Japanese cruise ship Diamond Princess have tested positive for COVID-19 as of Sunday, February 16. This brings the total number of infected Filipinos onboard to 27, all of whom are crew members. (READ: Coronavirus toll reaches 1,765 – gov't)
The Philippine embassy in Tokyo said it is in close coordination with the relevant Philippine and Japanese government agencies and representatives of the World Health Organization and Princess Cruises to ensure the wellbeing of the 538 Filipinos onboard and to facilitate their return to the Philippines. 
The total number of people infected onboard has risen to 355.
The Japanese health ministry gave assurances that all crew and passengers will be tested beginning Monday, February 17, so that test results will be available by the time the ship’s quarantine period ends. The vessel has been in quarantine since February 5 at the port of Yokohama near Tokyo, and Japan's efforts to control the viral infections on board have prompted international concern.
The first case of COVID-19 in a Filipino was confirmed onboard the Diamond Princess. – Marguerite de Leon/Rappler.com "
42,,"
Published 7:35 PM, February 16, 2020                                    ",nCov,"PH coronavirus watch: Suspected cases per region, as of February 16, 2020",Rappler.com,"
PREPARATION. The Quezon City Disaster Risk Reduction and Management Office demonstrates to first responders how to use protective gear on February 4, 2020. Photo by Darren Langit/Rappler 
MANILA, Philippines – The Department of Health (DOH) continues to place persons under investigation for possible cases of the novel coronavirus (2019-nCoV).
As of Sunday, February 16, the DOH said it has probed 498 patients. There is still no recorded local transmission in the country.
Out of this number:

159 - admitted in hospitals
336 - discharged from hospitals
3 - confirmed cases

Of the 3 confirmed cases in the Philippines, one died due to severe pneumonia because of novel coronavirus, while the other two have since recovered and are already out of the hospital.
Below is the latest breakdown of the persons under investigation per region. All numbers are from the DOH's 2019-nCov tracker.



REGION
NUMBER OF PEOPLE PROBED


Ilocos Region
8


Cagayan Valley 
30


Cordillera Administrative Region
24


Central Luzon
57


Metro Manila
168


Calabarzon
46


Mimaropa
12


Bicol
5


Western Visayas
35


Central Visayas
53


Eastern Visayas
16


Northern Mindanao
16


Caraga
2


Davao Region
23


Soccsksargen
2


Bangsamoro Autonomous Region in Muslim Mindanao
1



There are at least 12 Filipinos confirmed to have the virus, but all are based outside the Philippines, including one in the United Arab Emirates and 11 who were aboard a cruise ship quarantined in Japan.
The World Health Organization declared the outbreak an international emergency, warning that the novel coronavirus poses a ""very grave threat.""
So far, the virus has killed more than 1,660 and infected over 68,000 people in China. Cases have been recorded in more than two dozen countries. – Rappler.com "
43,,"
Published 11:39 AM, February 16, 2020                                    ",nCov,84 travelers denied entry at Malay border checkpoints,Boy Ryan B. Zabal,"
CHECKPOINT. Photo from MALAY AKLAN PNP  
AKLAN, Philippines – Malay acting town mayor Frolibar Bautista lifted the border checkpoints on Saturday, February 15, after placing restrictions on travelers who had been to mainland China.
The Malay task force reported a total of 45 foreigners without proper documents of history of travel, while 39 who had shown their passports had been to China within the last 14 days. They were refused entry to Boracay Island.
Executive Order Number 4, issued on February 6 by Bautista, directed health workers and law enforcement units to monitor the entry of any persons, regardless of nationality, before entering the town of Malay and Boracay Island over coronavirus concerns. (PH coronavirus watch: Suspected cases per region, as of February 15, 2020)
Border checkpoints were set up by the task force in Nabas-Malay boundary, barangay Dumlog, and Sitio Bacolod in barangay Caticlan, to check the passports and travel history of visitors.
All persons travelling from or transiting to China and its special administrative regions of Macau and Hong Kong for the past 14 days were temporarily banned from February 7 to 15 out of caution that travellers may be infected with the deadly virus.
Bautista said travellers to Boracay Island would receive further screening in Caticlan port. They would be advised to fill-up health declaration cards and get checked by the personnel there for common signs of coronavirus.
Visitors on roll-on roll-off vessels from Batangas and Mindoro are also required to submit their health declaration cards upon arrival at Caticlan port.
Negative for COVID-19
Meanwhile, 9 persons under investigation (PUIs) in Aklan were discharged from Aklan provincial hospital. The 9 cases had been found |negative for infection of 2019 novel coronavirus disease (COVID-19), according to the Provincial Health Office (PHO-Aklan).
A bus driver who was put in quarantine in Aklan training center in Kalibo, Aklan was also discharged on February 15. The male patient had no travel history to infected countries and had no close contact with confirmed coronavirus patients, but insisted on self-quarantine after experiencing flu-like symptoms.
With the lifting of the Taiwan travel ban, airports and seaports in Aklan are on heightened surveillance to examine passengers in a bid to stop the spread of coronavirus.
Taiwan is the third largest source market of Boracay Island, with 30,624 arrivals last year.
Provincial Health Officer I Dr. Cornelio Cuachon said the provincial inter-agency task force isolation rooms with 12 beds for PUIs in Dr. Rafael S. Tumbokon Memorial Hospital (DRSTMH) in Kalibo, Aklan and the Aklan training center as temporary holding area for persons under monitoring (PUMs).
Augmentation personnel from Department of Health (DOH) are also deployed in airports and district hospitals to help in monitoring coronavirus cases. – Rappler.com "
44,,"
Published 11:37 PM, February 15, 2020                                    ",nCov,"'Smelly blankets, no water': 25 quarantined for coronavirus in Cebu go home",Rappler.com,"
QUARANTINE. Passengers refused to go under quarantine when they arrived at the Mactan Cebu International Airport on Tuesday. File photo by Gelo Litonjua/Rappler 
CEBU CITY, Philippines – At least 25 Filipinos who were quarantined in Busay village in Cebu, after disembarking from their Taiwan flight in Mactan-Cebu International Airport, are now home.
On Tuesday, February 11, 78 passengers were held at the Mactan airport when the Philippines included Taiwan in its temporary travel ban because of the novel coronavirus or COVID-19. They initially refused quarantine.
The 25 passengers were assigned to the provincial quarantine facility in Busay village, while the rest were sent to facilities provided by Cebu City and Department of Health Central Visayas. (READ: Cebu readies another quarantine area amid coronavirus threat)
Those assigned in the Busay quarantine unit complained of the poor facilities such as lack of electricity and running water, as well as, smelly blankets. They also said that they were not provided with bed sheets.
Apart from the 25, at least 5 were from Hong Kong.
Because of the complaints, the Cebu provincial government decided to move them, including those in the Hong Kong flight, to another quarantine facility in Pinamungajan on Friday, February 14.
Still, the 25 passengers from Taiwann opted to go home instead. Of the 25, 21 people went to their residences in Davao while the 4 others went home within the province.
The 4 from Cebu were made to sign a document committing to immediately get themselves checked into a hospital should they feel flu-like symptoms.
As of writing, no one checked in the Busay facility.
Meanwhile, there are 24 people being observed at the provincial quarantine facility in Lahug. They were from Hong Kong and Macau.
The Philippines on Friday lifted the travel ban imposed on Taiwan, after the latter protested.
The chairperson of the Manila Economic and Cultural Office in Taipei warned that Taiwan could cancel visa-free privileges for Filipinos in retaliation to the ban.
Philippine health officials said however that the lifting of the ban has nothing to do with the threat of cancelling the visa-free privileges.
There are 3 confirmed cases in the Philippines, including one death. – Rappler.com "
45,,"
Published 6:00 PM, February 15, 2020                                    ",nCov,"PH coronavirus watch: Suspected cases per region, as of February 15, 2020",Rappler.com,"
THERMAL. The Bureau of Quarantine monitors the thermal scanner of passengers arriving from international flights at Ninoy Aquino International Airport in Pasay City. Photo by Inoue Jaena/Rappler 
MANILA, Philippines – The Department of Health has placed several people under investigation for possible cases of the 2019 novel coronavirus.
As of Saturday, February 15, DOH said it probed 487 patients. There is still no recorded local transmission in the country.
Out of this number:

Tested negative – 386
Pending test results – 66

As of this date, there have been 3 confirmed cases in the Philippines: one died due to severe pneumonia because of novel coronavirus while the two have since recovered and discharged from the hospital.
Below is the latest breakdown of the PUI cases per region. All numbers are from DOH's nCov tracker.



REGION
NUMBER OF PEOPLE PROBED


Ilocos Region
7


Cagayan Valley 
30


Cordillera Administrative Region
23


Central Luzon
56


Metro Manila
157


Calabarzon
46


Mimaropa
12


Bicol Region
5


Western Visayas
36


Central Visayas
53


Eastern Visayas
16


Northern Mindanao
17


Caraga
2


Davao Region
23


Soccsksargen
1


BARMM
1



There are 12 Filipinos confirmed to have the virus, but all are based outside the Philippines: one in the United Arab Emirates and 11 in a cruise ship in Japan.
DOH Secretary Francsico Duque III on Friday said it was premature to assume that the crisis was stabilizing as “blindspots continue to characterize the virus.”
The World Health Organization has declared the outbreak as an international emergency, warning that the virus poses a ""very grave threat"" for the planet.
The novel coronavirus has killed over 1,500 and infected over 66,000 people across 26 countries as of Friday.  – Rappler.com "
46,,"
Published 6:24 PM, February 14, 2020                                    ",nCov,Philippines lifts Taiwan travel ban,Janelle Paris,"
BAN LIFTED. The Bureau of Quarantine monitors on the thermal scanner passengers arriving from international flights at Ninoy Aquino International Airport in Pasay City on January 23, 2020 amid reports of the novel coronavirus outbreak. File photo by Inoue Jaena/Rappler 
MANILA, Philippines (UPDATED) – The Philippine government's inter-agency task force (IATF) handling the novel coronavirus crisis has decided on Friday, February 14, to lift the travel ban imposed on Taiwan due to the virus. 
""The lifting of travel restrictions for Taiwan has been agreed by the members of the IATF by reason of the strict measures they (Taiwan) are undertaking, as well as the protocols they are implementing to address the COVID-19,"" Presidential Spokesperson Salvador Panelo said, referring to the Inter-Agency Task Force for the Management of Emerging Infectious Disease. 
Panelo said the lifting of the ban is ""effective immediately.""
""Accordingly, travel may now be made by any national to Taiwan from the Philippines and vice versa,"" Panelo said.
Malacañang's announcement came 4 days after the Department of Health revealed that Taiwan was covered by the temporary travel ban imposed by the Philippines on mainland China and its special administrative regions to prevent the spread of the virus. 
Last Monday, February 10, Health Undersecretary Eric Domingo said Taiwan was included because the World Health Organization recognizes it as part of China.
Since Monday's announcement, the Taipei Economic and Cultural Office in the Philippines has denounced the move, saying Taiwan was ""wrongly included"" in the ban. 
The chairperson of the Manila Economic and Cultural Office in Taipei warned that Taiwan could cancel visa-free privileges for Filipinos in retaliation to the ban. 
But Health Secretary Francisco Duque III, speaking to reporters after the IATF meeting on Friday, said the decision to lift the ban had nothing to do with the threat to cancel visa-free privileges.
""(This is) purely on public health and safety, and of course the need to see whether there is a threat or increased risk if we didn't allow the travel from Taiwan to the Philippines,"" Duque said.
Asked what specific protocols observed by Taiwan made the task force decide to lift the ban, Duque said the DOH would release a more detailed report next week.
But the health chief did imply that one of the reasons was that Taiwan has not yet reported local transmission of COVID-19. Outside of China, Singapore, Japan, Thailand, Hong Kong, Germany, France, Vietnam, South Korea, and Australia have reported local transmission of the disease.
Taiwan, a self-ruled democracy, has found itself increasingly caught up in travel restrictions aimed at China, where the outbreak has killed over 1,380 people and infected over 63,000, as of Friday.
On Friday, Panelo said the inter-agency task force will also evaluate other jurisdictions, including Macau, for possible lifting of the travel ban. 
""We have said from the very start that this (travel ban) will be subject to risk assessment. This has been a temporary ban to begin with, and there hasn't been any decision by the IATF that has been set in stone,"" Duque said. 
Health officials in the Philippines have so far probed 455 patients for the novel coronavirus, including 3 confirmed cases. Two of the cases have since recovered, while one died due to severe pneumonia because of the novel coronavirus. – Rappler.com "
47,,"
Published 6:00 PM, February 14, 2020                                    ",nCov,"PH coronavirus watch: Suspected cases per region, as of February 14, 2020",Rappler.com,"
CHECK. The Bureau of Quarantine monitors the thermal scanner of passengers arriving from international flights at Ninoy Aquino International Airport in Pasay City. Photo by Inoue Jaena/Rappler 
MANILA, Philippines – The Department of Health has placed several people under investigation for possible cases of the 2019 novel coronavirus.
As of Friday, February 14, DOH said it has probed 455 patients. There is still no recorded local transmission in the country.
Out of this number:

Tested negative – 386
Pending test resutls – 66

As of this date, there have been 3 confirmed cases in the Philippines: one died due to severe pneumonia because of novel coronavirus while the two have since recovered and discharged from hospital confinement.
Below is the latest breakdown of the PUI cases per region. All numbers are from DOH's nCov tracker.



REGION
NUMBER OF PEOPLE PROBED


Ilocos Region
7


Cagayan Valley 
22


Cordillera Administrative Region
21


Central Luzon
53


Metro Manila
148


Calabarzon
43


Mimaropa
12


Bicol Region
5


Western Visayas
32


Central Visayas
53


Eastern Visayas
17


Northern Mindanao
15


Caraga
2


Davao Region
23


Soccsksargen
1



There are 12 Filipinos confirmed to have the virus, but all are based outside the Philippines, including one in the United Arab Emirates and 11 in a cruise ship in Japan.
The World Health Organization has declared the outbreak as an international emergency, warning that the virus poses a ""very grave threat"" for the planet.
DOH Secretary Francsico Duque III on Friday said it is premature to assume that the crisis is stabilizing as “blindspots continue to characterize the virus.”
The novel coronavirus has killed over 1,380 and infected over 64,000 people across 26 countries as of Friday. – Rappler.com "
48,,"
Published 5:31 PM, February 14, 2020                                    ",nCov,"Celebrating Valentine's Day amid coronavirus scare, according to Duque",Janella Paris,"
HEALTH CHIEF. Health Secretary Francisco Duque III answers questions from the media after the senate public hearing on the Philippine government's preparedness on the outbreak of the 2019 Novel Coronavirus Acute Respiratory Disease on February 4, 2020. Photo by Angie de Silva/Rappler 
Wondering how you can show your affection on Valentine’s Day amid the 2019 novel coronavirus (COVID-19) scare? Let Health Secretary Francisco Duque III count the ways.
Asked during a February 14 press briefing how best to celebrate Valentine’s given the health department’s advisory asking people to avoid crowded gatherings, Duque said, “The best greeting is like this,” then waved his hand in greeting. 
You can also acknowledge the other person by slightly bowing your head and putting your hand to the opposite chest “if you want the Namaste,” the health chief said, referring to a customary Hindu greeting.   
If you want to give your loved one a kiss, it would be best to give them a flying kiss, and this is how to do it correctly, according to the health chief, “When you do the flying kiss, make sure it (your hand) does not touch your lips, and you also don’t talk while you are delivering the kiss.”
Duque had a light exchange with Malacañang reporters amid immense pressure on the health department to level up its response to the new virus. So far, the Philippines only has 3 confirmed cases  and no case of human transmission. One of them died after developing severe pneumonia due to the virus, but the other two recovered from the respiratory disease and have since been discharged from the hospital. 
The virus has killed 1,383 people and infected over 64,400 others, mainly in China. The health department heads the Inter-Agency Task Force for the Management of Infectious Diseases, which leads government efforts to contain the spread of the new disease. 
The task force’s resounding advice to the public has been to practice proper hygiene and coughing etiquette. The virus can be transmitted through respiratory droplets, which means that when an infected person coughs or sneezes, droplets carrying the virus could reach infect other people. 
In the meantime, the task force also recommended a temporary travel ban on travelers coming from mainland China, Hong Kong, Macau, and Taiwan. Taiwan has since contested its inclusion, even warning that visa-free privileges for Filipinos there could be suspended due to the ban.  – Rappler.com "
49,,"
Published 3:50 PM, February 14, 2020                                    ",nCov,Premature to say coronavirus crisis ‘stabilizing’ – Duque,Janella Paris,"
HEALTH CHIEF. Health Secretary Francisco Duque III and World Health Organization Rabindra Abeyasinghe confirm the first case of Novel Coronavirus in the country during press briefing in Manila on January 30, 2020. 
Photo by Inoue Jaena/Rappler 
MANILA, Philippines – Health Secretary Francsico Duque III said it is premature to assume that the 2019 novel coronavirus (2019-nCoV) crisis is stabilizing as “blindspots continue to characterize the virus.”  
The health chief said this during a Malacañang press briefing on Friday, February 14, discussing the government’s preparedness to respond to the disease, which has killed 1,383 people and infected over 64,400 others, mainly in China.  
Answering questions about whether there are signs that the situation could be stabilizing, Duque said, “I don’t want to be a killjoy, but it’s premature. We’ve seen some initial trending that it’s not consistent. We have to wait for more data to come in and to establish a trending that’s more consistent, whether it’s plateauing or going down. Still, the situation remains fluid.”
For this, the DOH relies on regular risk assessment reports from the World Health Organization (WHO), the UN agency working closely with Chinese authorities to establish more facts about the new virus and the disease it causes. For instance, there are still no conclusive reports to say that 2019-nCoV transmission could be airborne. 
“Blindspots here continue to characterize this virus and the efforts to familiarize ourselves with this virus is ongoing. Science has never been more active than it is today precisely to continue to characterize the very granular aspects of this virus,” the health chief added. 
According to a February 10 Agence France-Presse report, the WHO said there were “tentative signs the epidemic (was) stabilizing” but that there might “be more infections abroad in people who have never traveled to China.” 
So far, local transmission of 2019-nCoV has been reported in Singapore, Japan, Thailand, Hong Kong, Germany, France, Vietnam, South Korea, and Australia. There is no local transmission yet in the Philippines, but Duque said that the government is treating it as a possibility in the Philippines. 
455 patients probed
The health department has so far probed 455 patients for 2019-nCoV in the Philippines as of February 14. Of the 455, 191 remain admitted in hospitals across the country, while 258 have been discharged. 
Of the accumulated total of 455, 386 patients have already tested negative for the virus while 66 cases are still pending test results. 
The DOH on Friday also announced another death of a patient under investigation, but confirmed that the new fatality died due to cardiovascular attack and in fact tested negative for the virus. 
According to the DOH, the patient, a 71-year-old Filipino from La Union who had a history of travel to Taiwan, was admitted to the hospital after “manifesting with coughs.” He died Thursday night, February 13. 
Two other patients being probed for possible 2019-nCoV infection have died from other illnesses. All 3 fatalities subsequently tested negative for 2019-nCoV.
So far, the Philippines has confirmed 3 cases of 2019-nCoV in the country. One of them died after developing severe pneumonia due to the virus, but the other two recovered from the respiratory disease and have since been discharged from the hospital. – Rappler.com  "
50,,"
Published 12:43 PM, February 14, 2020                                    ",nCov,Olongapo records first patient under investigation for coronavirus,Randy V. Datu,"
 THERMAL CHECK. File photo of a thermal check at the Senate building. Photo by KD Madrilejos/Rappler 
OLONGAPO CITY – A patient who arrived from Taiwan has voluntarily reached out to the city health office here after experiencing fever and cough Thursday, February 13.
City health officials immediately admitted the patient to the isolation room of the James L. Gordon Memorial Hospital here to undergo the mandatory two-week quarantine for travellers who have been to China during their trip abroad.
Mayor Rolen Paulino Jr said the traveller is now being monitored and is listed as Olongapo's first person under investigation for possibly contracting the  coronavirus disease or COVID-19.
Dr. Rodrick Bustamante, head of the city health office, said it was commendable that the patient voluntarily sought the assistance of local authorities upon showing flu-like symptoms.
Bustamante said the patient has undergone test for the COVID-19 virus. He said the results of the test would immediately be made public.
Health officials here have also started contact tracing to find out who were with the patient during the overseas trip. – Rappler.com "
